"","HNO204_37_d23_DIFF_B1","HNO204_MX_d23_DIFF_B1","HNO918_37_d23_DIFF_B1","HNO918_MX_d23_DIFF_B1","HNO919_37_d23_DIFF_B1","HNO919_MX_d23_DIFF_B1","HNO204_37_d23_DIFF_B2","HNO204_MX_d23_DIFF_B2","HNO918_37_d23_DIFF_B2","HNO918_MX_d23_DIFF_B2","HNO919_37_d23_DIFF_B2","HNO919_MX_d23_DIFF_B2"
"ENSG00000206535",26,41,62,51,52,47,21,55,41,50,36,23
"ENSG00000206536",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206538",62,37,25,26,62,59,11,10,14,7,10,4
"ENSG00000206549",0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000206557",2,1,6,0,0,4,0,6,1,2,2,0
"ENSG00000206559",9,12,14,20,4,6,2,15,8,6,2,8
"ENSG00000206560",2090,3397,3134,3960,1892,2241,1092,2591,1397,1869,1212,804
"ENSG00000206561",32,41,74,58,31,35,74,62,61,28,25,26
"ENSG00000206562",187,252,272,209,176,228,140,238,143,172,141,116
"ENSG00000206579",5,0,0,0,0,0,0,3,0,5,2,0
"ENSG00000211445",232,239,465,391,373,353,454,679,374,343,392,284
"ENSG00000211448",0,1,1,6,6,1,12,2,1,0,18,2
"ENSG00000211450",1477,1156,2210,1699,1216,1318,1967,3491,1912,2230,2542,2835
"ENSG00000211452",57,65,120,104,64,85,31,50,49,85,65,51
"ENSG00000211455",610,776,816,974,777,815,369,714,513,448,396,192
"ENSG00000211456",1271,1649,1990,1896,1676,1358,838,1318,1034,845,842,418
"ENSG00000211460",1545,1907,1973,2055,1489,1630,1017,2300,1184,1469,1322,1075
"ENSG00000211584",744,769,738,672,701,807,894,1141,773,683,833,537
"ENSG00000212122",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212123",48,57,70,70,41,43,68,113,53,53,37,133
"ENSG00000212124",0,3,1,0,0,0,2,6,2,0,0,2
"ENSG00000212126",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000212127",11,21,5,11,17,14,16,13,8,10,9,8
"ENSG00000212128",0,0,0,0,2,0,0,0,0,0,0,1
"ENSG00000212657",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212658",1,7,2,0,1,1,0,13,0,5,0,2
"ENSG00000212659",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212710",0,1,3,2,0,4,0,0,1,1,0,0
"ENSG00000212719",207,180,130,112,119,105,131,148,101,85,78,50
"ENSG00000212721",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212722",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212724",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212725",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212747",291,264,249,340,54,96,353,470,302,306,319,224
"ENSG00000212807",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000212864",172,176,358,250,215,276,418,496,341,333,448,350
"ENSG00000212899",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212900",0,0,0,0,2,0,0,0,2,1,0,0
"ENSG00000212901",0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000212907",16651,25751,36044,27689,22088,16357,3721,5398,9033,7280,4778,1107
"ENSG00000212916",163,233,241,160,163,171,90,174,135,106,77,45
"ENSG00000212933",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212935",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212938",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212993",28,24,11,19,5,18,16,35,11,19,24,12
"ENSG00000213015",504,600,757,637,486,502,723,1043,816,738,829,709
"ENSG00000213020",261,299,316,319,197,220,143,166,158,116,140,31
"ENSG00000213022",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213023",2,0,0,0,0,0,0,3,1,0,0,0
"ENSG00000213024",1213,1386,1785,1468,1152,1291,1059,1631,1267,1152,1387,862
"ENSG00000213029",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213030",0,0,0,0,0,0,7,1,1,0,3,1
"ENSG00000213047",361,527,536,667,413,422,130,269,225,251,152,114
"ENSG00000213064",2166,2670,2721,2899,1767,2137,1274,1819,1464,1561,1909,840
"ENSG00000213066",444,553,814,645,499,454,361,499,308,311,351,306
"ENSG00000213079",1090,1537,1708,1671,1090,1253,542,938,917,808,649,318
"ENSG00000213085",3161,2849,5633,3649,2704,2054,2402,4271,2424,2565,2684,2523
"ENSG00000213088",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213096",427,524,534,721,421,416,176,395,240,263,233,69
"ENSG00000213123",173,170,283,186,183,155,136,200,105,138,108,164
"ENSG00000213139",13,26,42,53,36,35,26,16,21,12,20,21
"ENSG00000213145",182,180,341,164,149,161,321,659,240,199,219,427
"ENSG00000213160",115,143,269,306,166,169,58,152,131,111,100,48
"ENSG00000213171",4,5,3,7,0,8,14,11,3,7,0,0
"ENSG00000213185",4,7,0,0,12,15,2,6,0,0,0,0
"ENSG00000213186",232,235,296,249,157,170,177,265,191,197,176,127
"ENSG00000213190",117,177,212,190,206,155,113,107,99,51,84,50
"ENSG00000213199",26,50,67,52,24,40,35,78,48,26,13,72
"ENSG00000213203",0,0,1,0,0,1,0,0,1,0,0,7
"ENSG00000213204",18,25,30,28,16,26,4,9,11,5,10,2
"ENSG00000213213",29,96,85,74,30,57,44,99,39,70,33,50
"ENSG00000213214",209,260,269,352,244,218,202,314,216,242,131,166
"ENSG00000213215",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213218",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213221",0,3,0,0,3,2,1,0,1,1,2,3
"ENSG00000213231",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213240",0,3,0,0,0,1,0,0,0,0,0,0
"ENSG00000213246",3,0,0,0,3,0,1,0,0,0,2,0
"ENSG00000213265",0,0,0,5,0,1,0,1,0,2,0,1
"ENSG00000213281",1968,2698,2658,3323,1939,2138,987,1855,1369,1724,1259,722
"ENSG00000213297",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213316",49,117,244,180,75,119,217,702,165,334,176,463
"ENSG00000213337",168,191,232,190,142,141,136,214,138,136,151,140
"ENSG00000213339",512,642,776,783,571,580,699,1308,708,688,661,1218
"ENSG00000213341",639,796,769,873,690,658,337,718,416,496,388,186
"ENSG00000213347",77,174,206,227,106,172,230,425,163,257,178,437
"ENSG00000213366",228,428,552,695,553,524,327,686,265,195,141,303
"ENSG00000213380",564,596,898,930,509,543,456,543,522,512,596,329
"ENSG00000213390",316,358,404,453,269,284,184,350,216,241,224,208
"ENSG00000213397",3,11,10,13,9,7,5,14,3,5,0,17
"ENSG00000213398",78,123,151,111,173,121,75,101,81,75,72,153
"ENSG00000213401",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213402",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213413",19,21,22,12,32,19,12,6,6,1,3,1
"ENSG00000213416",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213417",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213420",10,16,8,41,16,29,9,36,27,18,14,24
"ENSG00000213424",0,0,0,0,0,0,2,5,0,0,0,0
"ENSG00000213445",436,308,820,481,461,383,604,746,819,600,739,660
"ENSG00000213462",156,200,248,217,448,277,85,75,187,107,142,47
"ENSG00000213463",1197,1293,1730,1419,1220,1072,1172,1294,996,716,992,471
"ENSG00000213465",288,328,397,362,258,271,461,697,402,435,533,708
"ENSG00000213471",11,5,15,12,14,14,3,6,8,8,8,4
"ENSG00000213512",0,2,4,0,3,0,0,1,0,5,0,1
"ENSG00000213516",575,808,759,811,542,548,375,662,439,467,409,196
"ENSG00000213523",739,767,842,862,554,655,769,1433,612,839,884,927
"ENSG00000213533",75,88,129,74,82,78,72,123,65,72,91,27
"ENSG00000213551",266,445,470,494,307,370,242,572,300,375,327,326
"ENSG00000213563",838,674,1157,802,616,724,1066,1722,1157,1273,1432,1129
"ENSG00000213578",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213585",3345,4329,4299,4501,2881,3505,2833,5217,2566,3198,2787,2408
"ENSG00000213588",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213593",1352,1234,1802,1372,1299,1348,916,1687,1077,1053,1431,953
"ENSG00000213614",518,728,789,905,612,707,478,758,507,549,626,407
"ENSG00000213619",1063,1389,1640,1522,1045,1167,1304,2866,1273,1831,1646,2423
"ENSG00000213625",2135,2491,2772,2709,2179,2145,1125,1867,1521,1441,1565,655
"ENSG00000213626",1647,1594,2316,1677,1323,924,1088,1569,1953,1485,2010,656
"ENSG00000213638",244,214,233,178,193,193,308,371,243,242,238,263
"ENSG00000213639",5504,6006,6504,7578,5689,5815,2989,5860,3758,4416,3936,2569
"ENSG00000213648",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213654",149,147,240,206,133,202,151,276,229,264,242,222
"ENSG00000213658",2,7,10,7,8,0,3,5,4,1,1,1
"ENSG00000213672",454,515,734,581,455,458,503,744,644,525,569,461
"ENSG00000213676",2676,2444,3983,2612,2562,2384,2037,2385,2651,1924,2670,1049
"ENSG00000213689",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213694",14,28,12,10,33,21,4,9,14,8,9,1
"ENSG00000213699",738,760,864,744,680,770,523,666,679,648,743,392
"ENSG00000213714",0,4,3,6,0,5,1,25,1,10,3,9
"ENSG00000213719",8815,10064,13864,12244,6628,7421,10704,20170,9097,12408,12106,13289
"ENSG00000213722",894,760,1326,953,688,788,1322,2071,1133,1033,1239,1259
"ENSG00000213741",1842,2619,3767,2874,2073,2235,2300,7278,1932,4011,2766,5943
"ENSG00000213759",0,0,0,5,0,0,0,0,0,0,0,0
"ENSG00000213760",7,12,13,9,9,8,8,1,4,5,10,4
"ENSG00000213762",699,840,963,824,634,655,399,694,439,532,505,219
"ENSG00000213780",0,2,3,0,4,2,1,3,1,4,3,4
"ENSG00000213782",29,76,44,46,52,47,12,24,16,9,6,19
"ENSG00000213793",614,682,711,735,515,446,434,627,325,305,259,211
"ENSG00000213799",292,352,416,378,260,319,171,292,218,204,216,144
"ENSG00000213809",2,3,13,5,9,3,4,0,2,0,1,0
"ENSG00000213822",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213853",4710,5313,6398,5394,3318,3989,3108,4513,3068,2913,3982,1813
"ENSG00000213859",1516,1335,1942,1308,1147,1175,1267,1843,1573,1484,1475,969
"ENSG00000213865",57,108,104,150,92,77,71,94,37,45,39,39
"ENSG00000213886",0,0,0,0,4,0,0,0,0,0,0,0
"ENSG00000213889",23,13,21,33,15,24,34,49,16,25,19,24
"ENSG00000213892",0,0,0,0,3,0,0,0,0,0,0,0
"ENSG00000213901",9,10,13,7,9,4,2,4,5,0,6,2
"ENSG00000213903",1690,2298,2399,2289,1854,1981,2525,3569,2383,2009,2492,3526
"ENSG00000213906",177,249,264,197,237,239,139,148,181,79,71,82
"ENSG00000213918",348,306,519,314,374,286,289,320,327,206,204,153
"ENSG00000213920",0,0,0,2,0,1,2,1,0,0,1,0
"ENSG00000213921",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213923",1178,1336,1988,1620,1339,1298,1397,1962,1606,1381,1423,1325
"ENSG00000213927",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213928",23,100,90,44,88,115,56,93,52,29,32,45
"ENSG00000213930",221,276,410,338,285,288,218,344,244,174,245,226
"ENSG00000213931",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213934",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213937",115,102,122,66,157,175,123,220,158,102,169,81
"ENSG00000213949",28,45,88,148,57,90,15,39,63,90,33,50
"ENSG00000213965",742,807,933,953,717,742,468,937,659,691,756,422
"ENSG00000213967",2,14,40,46,15,30,31,55,38,47,23,33
"ENSG00000213973",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000213977",80,96,180,115,183,131,73,102,68,89,75,138
"ENSG00000213983",947,1261,1762,1586,1249,1339,782,1234,1267,912,1023,809
"ENSG00000213988",3,3,21,25,3,4,16,31,9,9,8,6
"ENSG00000213995",1147,1316,1747,1470,1198,1049,1218,1900,1237,1055,1353,816
"ENSG00000213996",0,0,0,0,0,1,0,0,0,0,0,8
"ENSG00000213999",0,7,7,3,1,3,5,4,10,2,7,10
"ENSG00000214013",367,562,621,614,461,403,249,461,367,316,289,175
"ENSG00000214021",446,879,1016,865,807,642,698,610,659,298,251,344
"ENSG00000214022",5441,5870,8573,6500,5514,6247,4958,8281,5926,5901,5473,3321
"ENSG00000214026",637,556,867,727,400,550,890,2091,934,1187,1195,2328
"ENSG00000214029",126,186,216,189,179,116,73,100,78,46,72,45
"ENSG00000214042",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214046",782,1043,1195,1127,743,807,765,963,615,537,983,630
"ENSG00000214050",167,221,300,214,187,199,140,224,123,152,156,133
"ENSG00000214063",208,266,233,192,278,408,207,483,234,239,213,365
"ENSG00000214078",857,1080,2185,2010,1525,1537,1146,1543,1767,1526,1751,1780
"ENSG00000214087",480,538,718,724,492,585,635,1204,562,615,643,905
"ENSG00000214097",1,2,2,8,0,6,2,1,0,0,0,0
"ENSG00000214102",8,24,7,18,8,18,10,16,11,14,7,6
"ENSG00000214107",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214113",380,521,589,580,353,434,447,1023,424,608,579,636
"ENSG00000214114",1323,1482,1707,1740,1183,1223,899,1692,921,1216,1088,747
"ENSG00000214128",1760,1141,1242,500,973,508,2798,2317,432,175,467,35
"ENSG00000214140",14,14,32,6,41,19,3,9,14,6,3,12
"ENSG00000214160",662,727,760,760,656,697,674,1133,726,717,740,661
"ENSG00000214193",139,525,353,377,323,602,183,306,222,208,175,254
"ENSG00000214194",628,735,874,739,668,592,477,940,498,570,614,468
"ENSG00000214212",19,9,17,12,14,17,11,28,17,14,14,15
"ENSG00000214216",0,0,0,7,0,1,0,0,0,0,0,0
"ENSG00000214226",32,29,30,15,31,16,66,82,27,31,48,17
"ENSG00000214237",0,0,1,4,1,1,2,2,4,6,1,0
"ENSG00000214253",1358,1137,1949,1413,1008,1192,1571,3014,1328,1794,1775,2252
"ENSG00000214265",0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000214274",99,97,143,132,26,64,84,162,98,105,124,82
"ENSG00000214279",39,104,125,112,71,86,26,109,121,59,51,73
"ENSG00000214285",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214290",230,548,563,648,393,511,337,823,365,445,327,347
"ENSG00000214300",140,186,178,161,164,156,128,248,127,150,151,92
"ENSG00000214309",24,27,54,46,14,48,49,62,24,65,39,85
"ENSG00000214324",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214336",0,1,20,14,3,0,0,0,8,4,11,0
"ENSG00000214338",12,5,7,13,8,3,5,0,10,1,10,1
"ENSG00000214357",994,1208,1606,1302,809,802,775,1440,862,871,805,445
"ENSG00000214360",0,2,1,1,0,1,0,0,0,0,0,0
"ENSG00000214367",316,433,542,500,413,404,242,348,241,274,194,146
"ENSG00000214376",7,11,32,16,19,19,4,5,11,19,4,9
"ENSG00000214402",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214413",310,402,478,423,371,296,207,385,215,214,191,187
"ENSG00000214414",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214415",1,2,1,6,5,7,19,12,1,2,0,0
"ENSG00000214435",0,0,4,0,0,1,0,0,0,0,0,0
"ENSG00000214447",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214456",94,140,207,229,159,159,127,320,190,245,126,330
"ENSG00000214491",0,2,2,1,2,1,4,4,2,0,0,1
"ENSG00000214510",0,2,0,5,0,2,1,0,0,1,0,1
"ENSG00000214511",0,0,0,0,0,0,3,0,0,2,0,2
"ENSG00000214513",0,0,3,0,0,0,0,0,0,0,0,0
"ENSG00000214517",1214,1406,1741,1587,1062,1041,977,1365,1185,1127,1010,656
"ENSG00000214518",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214530",2408,2293,4445,3336,2066,2120,3573,5454,4509,4525,5245,5032
"ENSG00000214534",0,5,3,4,6,12,0,8,0,9,0,0
"ENSG00000214562",85,65,154,96,134,133,90,142,77,95,118,84
"ENSG00000214575",24,10,9,2,10,8,6,8,6,8,4,1
"ENSG00000214595",291,321,483,389,335,261,188,325,241,139,176,114
"ENSG00000214642",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214643",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214652",0,0,0,0,2,0,0,0,0,1,0,0
"ENSG00000214654",166,264,214,257,114,185,107,134,95,100,126,35
"ENSG00000214655",1467,1558,2048,1500,1618,1475,1016,1114,1451,981,1179,501
"ENSG00000214681",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214686",0,0,3,0,0,0,0,0,0,0,0,0
"ENSG00000214688",0,8,0,0,0,0,0,2,3,1,0,0
"ENSG00000214694",32,27,57,42,35,32,31,25,28,21,25,7
"ENSG00000214700",2,0,0,0,0,1,1,0,1,0,0,1
"ENSG00000214706",672,707,836,818,630,839,775,1378,812,793,909,721
"ENSG00000214711",100,113,7,7,225,112,108,74,11,38,84,24
"ENSG00000214717",1696,1752,2367,1893,1353,1485,1267,2171,1721,1588,1669,918
"ENSG00000214732",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214736",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214753",984,1253,1667,1598,893,1139,941,1724,1028,1142,1054,973
"ENSG00000214756",47,67,71,53,47,40,66,119,88,45,63,63
"ENSG00000214782",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214787",0,0,0,0,0,0,3,0,0,1,2,0
"ENSG00000214814",2902,2686,1700,1220,2637,2158,1390,1352,613,506,775,63
"ENSG00000214819",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214827",20,29,39,27,27,10,9,26,7,20,5,7
"ENSG00000214842",12,4,10,11,8,8,5,15,8,9,5,4
"ENSG00000214860",9,4,32,18,21,20,30,12,20,12,12,5
"ENSG00000214866",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214872",2,8,2,1,1,3,1,5,3,1,0,2
"ENSG00000214891",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214897",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214929",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000214940",0,0,0,1,1,3,0,1,0,0,0,1
"ENSG00000214941",245,309,417,361,250,299,233,482,267,232,276,327
"ENSG00000214943",0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000214944",2081,2643,3273,3021,2192,2127,1170,1747,1637,1506,1528,858
"ENSG00000214946",0,0,1,0,0,9,1,1,0,0,0,0
"ENSG00000214954",5,22,17,23,23,12,19,10,18,3,4,9
"ENSG00000214960",111,98,146,107,112,117,83,86,65,71,101,46
"ENSG00000214967",7,10,22,7,7,7,26,14,10,9,19,10
"ENSG00000214978",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215009",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215012",1129,1299,1684,1402,1152,1118,932,1294,1303,1006,1106,643
"ENSG00000215018",803,999,1421,1285,662,678,525,749,497,641,565,239
"ENSG00000215021",2937,4122,4745,5013,2630,3831,3537,7789,3841,5130,4625,4924
"ENSG00000215029",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215041",592,763,1039,778,781,713,532,814,662,393,603,390
"ENSG00000215045",32,65,71,81,40,65,45,56,53,58,51,58
"ENSG00000215113",3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215114",603,811,822,818,531,648,326,540,420,353,392,186
"ENSG00000215115",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000215126",113,176,132,170,156,155,72,189,73,91,94,106
"ENSG00000215131",1,0,3,0,4,0,8,0,3,2,0,0
"ENSG00000215148",0,0,9,20,2,8,0,2,0,6,0,1
"ENSG00000215174",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000215182",578,637,9696,4702,3631,2146,1253,1014,15135,8365,7982,6528
"ENSG00000215183",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215186",0,0,2,6,1,4,0,0,0,1,1,1
"ENSG00000215187",2227,1770,3541,2540,1796,1556,2329,3846,2306,2416,2730,2077
"ENSG00000215193",1240,1449,1677,1488,1203,1158,1177,1335,1157,937,1223,634
"ENSG00000215203",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000215217",4009,4143,6248,4652,2776,3093,3423,6911,3050,4583,4243,3917
"ENSG00000215218",17,3,74,91,7,8,24,32,105,68,109,110
"ENSG00000215251",651,742,939,726,695,674,380,647,463,467,526,211
"ENSG00000215252",217,956,842,1203,770,944,355,750,385,292,186,540
"ENSG00000215262",0,0,0,0,0,1,0,0,0,0,3,1
"ENSG00000215269",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215271",1025,950,1467,1121,914,921,759,973,992,774,978,502
"ENSG00000215274",15,10,0,1,0,0,12,5,1,0,1,2
"ENSG00000215277",1,23,18,34,4,13,6,6,4,14,4,4
"ENSG00000215301",10144,13079,13969,13146,10612,10315,5390,8346,7200,6141,6005,2376
"ENSG00000215305",707,715,1084,830,676,628,610,835,656,553,734,513
"ENSG00000215343",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215356",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215372",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215375",190,361,405,442,274,400,212,514,299,367,253,500
"ENSG00000215397",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215421",368,485,524,523,421,335,214,334,350,296,328,140
"ENSG00000215440",310,492,440,477,335,475,284,713,311,409,279,534
"ENSG00000215454",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215455",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215472",0,1,4,8,5,3,2,0,4,1,0,2
"ENSG00000215474",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215475",33,22,75,50,13,24,15,23,26,35,34,13
"ENSG00000215529",1,0,2,0,0,0,3,1,1,0,0,1
"ENSG00000215545",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215547",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215568",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215595",2,9,1,7,5,9,4,13,0,6,0,10
"ENSG00000215612",0,0,0,0,0,0,0,0,0,0,3,0
"ENSG00000215644",0,4,6,13,12,3,6,1,12,4,1,5
"ENSG00000215695",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215704",6,0,0,6,0,1,4,5,2,7,0,1
"ENSG00000215712",463,446,654,485,432,374,327,611,345,353,348,316
"ENSG00000215717",1301,1589,2016,2075,1319,1415,949,1704,1178,1273,1172,752
"ENSG00000215784",6,19,28,16,9,21,15,26,5,15,15,14
"ENSG00000215788",310,604,718,478,645,536,532,712,464,299,339,586
"ENSG00000215790",344,466,415,261,601,556,407,433,264,167,243,112
"ENSG00000215845",1358,1302,2088,1435,980,846,1473,2410,1223,1319,1680,1642
"ENSG00000215853",275,308,8,52,394,243,239,355,50,228,215,243
"ENSG00000215883",243,325,332,330,221,242,163,281,159,197,163,90
"ENSG00000215906",0,1,1,0,0,2,0,0,0,0,0,0
"ENSG00000215910",0,0,1,0,0,0,0,0,0,0,1,0
"ENSG00000215912",83,118,247,124,91,118,108,143,119,115,83,40
"ENSG00000215915",32,27,20,4,3,7,54,111,12,16,6,6
"ENSG00000216490",0,0,0,1,1,1,0,2,4,1,0,1
"ENSG00000216588",1,2,5,1,4,4,0,1,2,0,1,5
"ENSG00000216649",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216921",4,1,1,3,5,4,1,11,2,8,4,7
"ENSG00000216937",21,47,49,63,46,22,12,35,14,32,16,10
"ENSG00000217128",524,624,683,889,575,543,197,332,381,351,252,155
"ENSG00000217236",0,1,4,6,2,4,1,1,3,8,2,2
"ENSG00000217442",10,8,16,2,11,13,2,9,4,10,17,9
"ENSG00000217555",6,24,15,13,12,7,0,8,0,5,2,0
"ENSG00000217930",46,90,97,81,73,79,44,87,54,37,51,63
"ENSG00000218305",0,1,5,0,0,1,0,0,0,0,1,0
"ENSG00000218336",19,7,0,0,5,2,5,4,0,2,0,0
"ENSG00000218739",939,1102,1336,1426,1073,938,700,1127,646,670,760,538
"ENSG00000218819",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218823",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218891",578,513,833,599,523,477,829,1264,887,869,920,889
"ENSG00000219073",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000219200",55,91,99,89,66,81,64,121,28,74,39,78
"ENSG00000219435",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219438",2,1,5,0,0,0,2,2,3,1,3,3
"ENSG00000219481",929,1139,715,656,630,653,561,892,432,305,267,94
"ENSG00000219545",231,253,337,357,251,155,169,280,196,200,197,109
"ENSG00000219607",11,10,51,70,8,2,42,36,98,46,39,29
"ENSG00000219626",63,59,148,109,85,89,68,77,64,40,48,62
"ENSG00000220008",0,0,1,1,1,0,2,2,0,3,0,2
"ENSG00000220201",6,16,30,15,22,26,37,45,23,13,21,37
"ENSG00000220205",875,930,1393,1193,729,919,1270,1824,869,1224,1151,1099
"ENSG00000220948",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221813",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221818",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000221821",129,123,198,233,105,176,140,483,192,374,265,468
"ENSG00000221823",811,916,1258,1303,901,868,545,1145,719,819,767,505
"ENSG00000221826",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000221829",171,272,355,244,175,245,310,410,305,300,301,353
"ENSG00000221836",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221837",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221838",532,554,737,589,476,501,615,962,547,595,617,542
"ENSG00000221840",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221843",69,116,96,93,81,89,55,72,51,33,38,36
"ENSG00000221852",0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000221855",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221858",0,0,0,0,0,0,0,0,0,0,0,3
"ENSG00000221859",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221864",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221866",0,0,0,0,0,3,0,0,0,0,0,0
"ENSG00000221867",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000221869",5105,4418,5788,4189,3941,4538,6275,9539,6312,5838,6827,6048
"ENSG00000221874",0,0,2,0,0,0,0,0,0,0,3,0
"ENSG00000221878",0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000221880",1,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000221882",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221883",31,37,52,77,27,41,33,88,35,64,48,48
"ENSG00000221886",123,165,264,159,135,105,101,199,94,107,135,58
"ENSG00000221887",4,12,27,15,10,5,9,15,20,20,18,15
"ENSG00000221888",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221890",188,133,439,211,380,200,81,100,366,216,253,97
"ENSG00000221900",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221909",288,315,394,315,269,292,188,332,245,224,225,168
"ENSG00000221910",0,0,0,0,0,0,0,0,0,0,0,0
